epoch,loss,var_time,mean_energy,energy_var,mean_grad
0,0.004912803880870342,0.6392606496810913,978.491943359375,669640.5625,0.003878145944327116
20,0.0015723161632195115,0.011993026360869408,203.08905029296875,12562.1142578125,0.003668256336823106
40,0.0011715213768184185,0.007228962145745754,-58.23489761352539,5538.56396484375,0.011432722210884094
60,0.0008318946929648519,0.09698529541492462,-20.147035598754883,6640.78955078125,0.052639566361904144
80,0.00042294966988265514,13845.515625,-7614.6279296875,338187616.0,12.224719047546387
100,0.0005034807254560292,0.07281573116779327,220.3507537841797,72846.3203125,0.02029837667942047
120,0.0002833612961694598,0.10421198606491089,83.09736633300781,26387.541015625,0.07757052779197693
140,0.00014488417946267873,0.030323680490255356,91.55219268798828,6273.78125,0.044416431337594986
160,6.775293149985373e-05,0.006267948541790247,39.42373275756836,760.1243286132812,0.02630717307329178
180,5.0807597290258855e-05,0.005457300692796707,1.5978970527648926,824.5127563476562,0.02105262130498886
200,2.3776006855769083e-05,0.007513024844229221,-8.959689140319824,1771.5328369140625,0.022153683006763458
220,2.059687176370062e-05,0.00849691778421402,-11.980317115783691,3016.540283203125,0.02109592780470848
240,1.683529990259558e-05,0.007730250246822834,-4.181352138519287,3030.765869140625,0.01992711052298546
260,2.0062250769115053e-05,0.0075762285850942135,-7.531110763549805,3765.69677734375,0.0184895321726799
280,1.2035675354127306e-05,0.006572458893060684,-8.289661407470703,3683.15478515625,0.017433224245905876
300,1.5232464647851884e-05,0.0062168315052986145,-9.730438232421875,3819.122314453125,0.01665320061147213
320,1.4729832400917076e-05,0.00505958404392004,-5.66595458984375,3251.69677734375,0.01581154391169548
340,9.685527402325533e-06,0.0037331939674913883,-2.5902743339538574,2564.558349609375,0.014945073053240776
360,1.2363778296275996e-05,0.0021879810374230146,25.11883544921875,1339.3175048828125,0.01485385186970234
380,1.0556862434896175e-05,0.0017946079606190324,20.90748405456543,1043.7904052734375,0.015143467113375664
400,1.1188626558578108e-05,0.0017428373685106635,21.35898208618164,983.35302734375,0.015437355265021324
420,9.440143912797794e-06,0.001972877187654376,24.81410789489746,1007.8521728515625,0.016179200261831284
440,8.662980690132827e-06,0.0022763246670365334,25.295494079589844,884.0131225585938,0.017785750329494476
460,8.158238415489905e-06,0.002866488415747881,20.80194854736328,716.5758666992188,0.019854875281453133
480,7.127487151592504e-06,0.004136793315410614,37.55813980102539,909.9761352539062,0.021751191467046738
500,7.354963145189686e-06,0.005208615213632584,45.37310028076172,1080.372314453125,0.023645631968975067
520,8.108441761578433e-06,0.006095887161791325,43.47666931152344,1070.387451171875,0.025597941130399704
540,8.523046744812746e-06,0.005895053036510944,51.906089782714844,1461.1077880859375,0.02463092841207981
560,7.493811608583201e-06,0.004952527582645416,44.52774429321289,1256.2099609375,0.024308759719133377
580,5.993117611069465e-06,0.005755332298576832,51.32590866088867,1585.4464111328125,0.024006765335798264
600,8.947792593971826e-06,0.005916967056691647,63.73351287841797,2265.283447265625,0.023499764502048492
620,1.1351255125191528e-05,0.004492893815040588,30.83711814880371,509.0404968261719,0.023136794567108154
640,6.9893226282147225e-06,0.004563918337225914,48.367855072021484,1515.347900390625,0.021681543439626694
660,6.835755812062416e-06,0.005741492845118046,57.350608825683594,2172.640625,0.022153038531541824
680,7.874677976360545e-06,0.006426890846341848,65.46067810058594,3064.073974609375,0.022416042163968086
700,6.5996614466712344e-06,0.006593216210603714,61.68365478515625,2854.269775390625,0.024022793397307396
720,5.496718586073257e-06,0.0071974326856434345,68.36476135253906,3444.060791015625,0.023645106703042984
740,7.102293238858692e-06,0.008409032598137856,68.1289291381836,3357.186767578125,0.025741256773471832
760,4.799121597898193e-06,0.008963762782514095,67.50591278076172,3170.2568359375,0.02640141174197197
780,6.036018930899445e-06,0.00904211774468422,68.83868408203125,3334.7021484375,0.026999328285455704
800,4.312793862482067e-06,0.008198890835046768,60.59538650512695,2477.74169921875,0.02556649036705494
820,6.583847152796807e-06,0.007253858260810375,52.2083854675293,1852.9295654296875,0.024726849049329758
840,2.032882912317291e-05,0.006915814243257046,74.9786376953125,3441.71875,0.02196808159351349
860,0.00012986492947675288,0.0053896489553153515,10.987476348876953,308.0292663574219,0.02153143659234047
880,0.00013260207197163254,0.0033772126771509647,3.5748608112335205,3.642625331878662,0.021122636273503304
900,1.3670143744093366e-05,0.0047373101115226746,23.400833129882812,112.09282684326172,0.02481197565793991
920,1.0582721188256983e-05,0.0028996597975492477,32.36769104003906,290.8888854980469,0.021361615508794785
940,9.40277095651254e-06,0.0033731404691934586,31.808929443359375,431.8709716796875,0.021744269877672195
960,6.598447271244368e-06,0.002341832499951124,31.593530654907227,446.5050354003906,0.01895088516175747
980,6.998383014433784e-06,0.0023759722243994474,34.68861770629883,577.5361328125,0.01884462684392929
1000,4.722344783658627e-06,0.0020838265772908926,37.49189758300781,643.13134765625,0.01781846396625042
